nombre;etapa;tipo;area_responsable;descripcion;monto_contrato;comuna;barrio;direccion;lat;lng;fecha_inicio;fecha_fin_inicial;plazo_meses;porcentaje_avance;licitacion_oferta_empresa;licitacion_anio;contratacion_tipo;nro_contratacion;cuit_contratista;beneficiarios;mano_obra;;destacada;expedientenumero
parque de la innovacion  licitacion n3;Finalizada;espacio publico;secretaria de transporte y obras publicas;el parque de la innovacion sera un polo cienta≠≠ficotecnolagico abierto a estudiantes cienta≠≠ficos y acadamicos que busca reflejar una pola≠≠tica integral basada en la innovacion estara ubicado en tierras propiedad de la ciudad actualmente utilizadas por el tiro federal en el barrio de naaez;58672815696;13;nuÒez;udaondo guillermo av 1101;-34636308∞ 0' 0,00'';-58394489∞ 0' 0,00'';2/3/2022;3/3/2023;12;100;salvatori parques y jardines sa;2021;licitacion publica;101790040lpu21;30512700124;comuna 13 y vecinos del gcba;10;46213850;;
parque de la innovacion  licitacion n4;Finalizada;espacio publico;secretaria de transporte y obras publicas;el parque de la innovacion sera un polo cienta≠≠ficotecnolagico abierto a estudiantes cienta≠≠ficos y acadamicos que busca reflejar una pola≠≠tica integral basada en la innovacion estara ubicado en tierras propiedad de la ciudad actualmente utilizadas por el tiro federal en el barrio de naaez;68175422878;13;nuÒez;udaondo guillermo av 1101;-34607003∞ 0' 0,00'';-58446021∞ 0' 0,00'';2/3/2022;3/3/2023;12;100;salvatori parques y jardines sa;2021;licitacion publica;101790039lpu21;30512700124;comuna 13 y vecinos del gcba;10;46213850;;
servicio de mantenimiento mensual en las manzanas 123 abcdefgilm;Finalizada;espacio publico;corporacion buenos aires sur;el servicio consiste en  el mantenimiento mensual del predio de  482 hectareas con el desmalezado y corte de casped limpieza retiro de ramas troncos restos de obra mantenimiento y reparacion de cercos perimetrales;4197570;8;villa soldati;fernandez de la cruz avescalada av y presidente roca av;-34617540∞ 0' 0,00'';-58409379∞ 0' 0,00'';1/12/2022;1/12/2023;12;100;destino verde srl;2022;licitacion privada;01cbas2022;30714700304;usuarios;10;46213850;;
mantenimiento mensual predio del estacionamiento ex parque de la ciudad;En Ejecucion;espacio publico;corporacion buenos aires sur;mantenimiento mensual del predio con las tareas de desmalezado limpieza corte de casped barrido barrido profundo de solados cemento/asfaltico mantenimiento de red pluvial existente incluye tareas de desobstruccion manual o con equipo apropiado;19246499;8;villa lugano;escalada av y presidente roca av;-35∞ -24' 4,25'';-59∞ -34' 5,47'';10/9/2022;10/9/2023;12;100;san roque ltda;2023;licitacion publica;1816/sigaf/2014;30710872496;usuarios;10;46213850;;
instituto superior de seguridad pablica aulas y comedor;Finalizada;arquitectura;ministerio de seguridad;ampliacion del comedor y construccion tradicional de aulas para el issp;95460325;9;parque avellaneda;santiago de compostela av 3801;0∞ 0' 0,00'';0∞ 0' 0,00'';23/12/2016;29/12/2017;12;100;miavasa sa;2016;licitacion publica;845sigaf2016;30677303863;2000;30;2,02E+11;;
mantenimiento mensual predio del estacionamiento ex parque de la ciudad;Finalizada;espacio publico;corporacion buenos aires sur;mantenimiento mensual del predio con las tareas de desmalezado limpieza corte de casped barrido barrido profundo de solados cemento/asfaltico mantenimiento de red pluvial existente incluye tareas de desobstruccion manual o con equipo apropiado;2961000;8;villa lugano;escalada av y presidente roca av;0∞ 0' 0,00'';0∞ 0' 0,00'';10/9/2022;10/9/2023;12;100;san roque ltda;2023;reconocimiento de servicio;1816/sigaf/2014;30710872496;usuarios;10;46213850;;
gran panteon de flores etapa 1;Finalizada;ingenieria;subsecretaria de proyectos y obras;refuerzo estructural e impermeabilizacion cubierta;371921853;7;flores;av varela y balbasto;-34.604.079;-58.411.747;1/8/2022;31/7/2023;12;100;demoliciones mitre;2022;licitacion publica;101790022lpu22;30657536551;vecinos;10;2,02E+11;;
puesta en valor y readecuacion tecnologica palacio ceci;En Ejecucion;arquitectura;subsecretaria de proyectos y obras;la restauracion de la envolvente exterior (fachadas y cubiertas) de sus recintos interiores y la adecuacion tecnologica del conjunto;5649794885;11;villa devoto;av lincoln 4305;-34.586.049;-58.392.514;2/5/2023;2/5/2024;12;100;hit construcciones sa;2023;licitacion publica;101790165lpu22;30709605158;los vecinos de villa devoto la escuela dr ayrolo todo aqual visitante del palacio ceci en general y tambian diferentes organismos del gobierno de la ciudad;10;2,02E+16;;
redes cloacales y mantenimiento de complejo habitacional los piletones agosto2023julio2024;En Ejecucion;hidraulica e infraestructura;corporacion buenos aires sur;servicio mensual de limpieza y reparacion de redes cloacales tareas de reparacion y mantenimiento de azoteas fachadas iluminacion de escaleras y cerramientos perimetrales en el complejo habitacional los piletones;40253903;8;villa soldati;juan pablo ii plumerillo y v asturias;-35∞ -24' 17,50'';-59∞ -34' 43,75'';1/1/2023;31/12/2023;12;90;jorge canelles ltda;2023;convenio;56 gcabacbas2022;30708832959;vecinos;10;46213850;;
mudanza ex pedelai;En Ejecucion;salud;ministerio de salud;traslado del cesac 15 al pabellon expadelai ubicado junto a la sede comunal 1 a fin de mejorar las prestaciones de salud†el proyecto contempla la remodelacion integral de un sector del pabellon existente para la incorporacian de un programa madico similar al del cesac 15 actual;3388820002;1;san telmo;balcarce y av san juan;-34684557∞ 0' 0,00'';-58464128∞ 0' 0,00'';16/1/2023;31/10/2024;12;38;cunumi sa;2022;licitacion publica;di2022404gcabadgadcyp;30615748036;vecinos;10;46213850;;
limpieza y desobstruccion del sistema cloacal  parque roca sector c;En Ejecucion;espacio publico;corporacion buenos aires sur;limpieza y desobstruccion de colectoras cloacales en sector c del parque roca incluye bocas de registro  utilizacian de camian desobstructor;25017930;8;villa soldati;av cnel roca 3980;0∞ 0' 0,00'';0∞ 0' 0,00'';1/4/2024;31/12/2024;12;30;herrera≠a y tecnicas mecanicas ltda;2024;convenio;75gcabacbas2024;30505454436;vecinos;10;46213850;;
remodelacion ex padelai;En Ejecucion;salud;ministerio de salud;traslado del cesac 15 al pabellon expadelai ubicado junto a la sede comunal 1;3388820002;1;san telmo;balcarce 1150;0∞ 0' 0,00'';0∞ 0' 0,00'';16/1/2023;10/1/2024;12;12;cunumi sa;2022;licitacion publica;4010038lpu22;30615748036;vecinos;10;46213850;;
ejecucion rehabilitacion y mantenimiento de viviendas del barrio 31 sector 2 comunicaciones;Finalizada;vivienda;ministerio de desarrollo humano y habitat;Äúejecucion rehabilitacion y mantenimiento de viviendas del barrio 31 de la ciudad de buenos aires sector comunicacionesÄù;141180206;1;retiro;evita 2194;-35∞ -23' 4,03'';-59∞ -34' 0,32'';15/12/2022;15/12/2023;12;1;demoliciones mitre srl;2022;licitacion publica abreviada;102090036lpa22;30657536551;126;15;2,02E+11;;
ejecucion rehabilitacion mantenimiento e intervencion puntual en viviendas;Finalizada;vivienda;ministerio de desarrollo humano y habitat;ejecuciaìn rehabilitaciaìn mantenimiento e intervenciaìn puntual en viviendas del barrio 31 ciudad autaìnoma de buenos aires;13000000000;1;retiro;sara beatriz fernandez 38;-35∞ -24' 35,64'';-59∞ -38' 19,92'';16/12/2022;31/12/2023;12;1;"villarex sa 
  demoliciones mitre srl
  blue steel sa";2022;licitacion publica;102090087lpu22;"30712097996
30657536551
";750;70;2,02E+11;;
apertura de calle y ejecucion de infraestructura manzana 30;Finalizada;hidraulica e infraestructura/ espacio publico;ministerio de desarrollo humano y habitat;apertura de calle y ejecucion de infraestructura manzana 30;19833141222;1;retiro;talampaya y huemul;-35∞ -20' 26,82'';-59∞ -33' 49,87'';1/11/2022;30/12/2023;12;1;demoliciones mitre srl;2022;licitacion publica;102090041lpa22;30657536551;40203;10;2,02E+11;;
readecuacion de terreno demolicion construccion y mejoramiento de viviendas  sector comunicaciones;Finalizada;vivienda;ministerio de desarrollo humano y habitat;"readecuaciaìn de terrenodemoliciaìn
  construcciaìn y mejoramiento de viviendas  sector comunicaciones";14118020682;1;retiro;talampaya y huemul;-35∞ -21' 39,85'';-59∞ -37' 38,62'';15/12/2022;16/12/2023;12;1;demoliciones mitre srl;2022;licitacion publica;102090036lpa22;30657536551;42 familias;15;2,02E+11;;
ruiz diaz de guzman;En Ejecucion;salud;ministerio de salud;nueva casa de medio caminio rui diaz de guzman;432863370;4;barracas;ruy diaz de guzman 171/173;-34575194∞ 0' 0,00'';-58408218∞ 0' 0,00'';17/7/2023;10/7/2024;12;0;cunumi sa;2023;licitacion publica;4010006lpu23;30615748036;vecinos;10;46213850;;
parque olimpico pabellones a3 y a4;Finalizada;arquitectura;secretaria de transporte y obras publicas;se realizaron obras de los pabellones que incluyeron la infraestructura deportiva para los juegos ola≠≠mpicos;168646366;8;villa soldati;av 27 de febrero 3900;-35∞ -20' 26,03'';-59∞ -34' 9,82'';15/2/2017;12/1/2018;11;100;criba sa;2016;licitacion publica;1191sigaf/16;30505454436;vecinos;10;2,02E+11;;10.508.702- MGEYA-DGTMBR-2016
centro parque patricios intervencion;Finalizada;arquitectura;secretaria de transporte y obras publicas;el proyecto contempla la intervencion del centro del parque el boulevard de acceso al parque la salida de la estacion parque patricios de la la≠≠nea h y la plazoleta delimitada por las calles favaloro champagnat y pepiri;8245624;4;parque patricios;caseros y monteagudo;-35∞ -22' 13,62'';-59∞ -36' 20,20'';12/5/2016;30/4/2017;11;100;dragonair sa;2016;licitacion publica;1816/sigaf/2014;30707439587;40885;10;46213850;;EX-2017-20415057- MGEYA-UPEEI
mirador comastri restauracion;Finalizada;arquitectura;secretaria de transporte y obras publicas;la obra se dividia en dos etapas la primera comprendia la reconstruccion parcial e impermeabilizacion de todas las cubiertas del edificio y la ejecucion de los cierres provisorios de aberturas la segunda etapa incluya la restauracion de toda la envolvente (revoques exteriores premoldeados carpintera≠≠as y herrera≠≠a externa capula del mirador baldosas de azoteas) la rehabilitacion de la galera≠≠a de frente los locales en planta baja acceso a travas de las escaleras al mirador y la construccion de un nacleo sanitario para el publico;4111783;15;chacarita;loyola 1500;-35∞ -23' 37,27'';-59∞ -39' 30,50'';3/4/2017;30/3/2018;11;100;listo soluciones srl;2016;licitacion privada;1330sigaf/2016;30708876778;vecinos;8;46213850;;
ecoparque equipamiento de quirafano;Finalizada;arquitectura;secretaria de transporte y obras publicas;se suministra equipo veterinario;4669930;14;palermo;republica de la india 3000;-35∞ -25' 1,85'';-59∞ -33' 16,51'';20/11/2016;7/10/2017;11;100;gemed srladox sabahurac sageodigital group srlguido matias altamiranoinstruequipos sakifer medical samdv srlproveeduria medica srlquiromed sacif;2017;licitacion publica;95100271lpu17;30609769218 20282473306 33568293709 30563006664 30680235135 30707932569 30711266069 30611816614 30648406084 30709737348;vecinos;10;2,02E+11;;
hospital fernandez  remodelacion del sector de guardia;Finalizada;salud;ministerio de salud;la obra comprendia tareas de pintura desmonte y reemplazo de cielorrasos suspendidos pulido de pisos y revestimientos grana≠≠ticos existentes cambio de puertas de acceso a consultorios mobiliario nuevo cambio de artefactos de iluminacion y refaccion integral de sanitarios el proyecto conta con 221 m2 cubiertos destinados al area de guardia se mejoraron las luminarias en los distintos sectores de atencian al publico como sus salas de espera de consultorios en general a nivel de planta baja en sus 3 accesos (bulnes cerviao y ruggieri) y el 1er subsuelo referido al acceso de la guardia a y su circulacian pablica hacia la guardia b;2579655;14;palermo;cervinio 3356;-35∞ -23' 3,43'';-59∞ -36' 33,84'';6/9/2017;15/8/2017;11;100;mig sa;2014;licitacion publica;66sigafmsgc2014;30561265255;vecinos;4;2,89E+16;;
sede comunal 14  reforma;Finalizada;arquitectura;subsecretaria de gestian comunal;el sector que se intervino se correspondia con las salas de casamiento en la sede comunal 14 con acceso desde la av coronel da≠≠az el objetivo fue generar un espacio camodo para el flujo de personas que utiliza las salas de casamiento mientras en otra parte del mismo salon se realizan las inscripciones de los recian nacidos aislando acasticamente el espacio y a la vez permitiendo a la comuna aumentar los servicios los cambios estaticos de las salas de casamiento le otorgaron una personalidad distintiva a la sede comunal 14 y a la vez una cierta armona≠≠a con la obra ya realizada en el sector de calle beruti;6081664;14;palermo;beruti 3325;-35∞ -25' 3,68'';-59∞ -36' 2,92'';10/3/2016;20/2/2017;11;100;grim constructora sa;2016;licitacion publica;1816/sigaf/2014;30633268084;70000;10;46213850;;
hospital muaiz  remodelacion sala 32 de pediatraa;Finalizada;salud;ministerio de salud;la obra consistia en la remodelacion integral de la sala 32 dando respuesta por un lado a la necesidad de incorporar sanitarios para sectorizar a los pacientes y por otro al requerimiento de reactivacian del pabellon que se encuentra catalogado como edificio con a≠¢aÇÇ¨aÇÂìproteccian cautelar dentro de los lineamientos del patrimonio cultural el proyecto conta con 418 m2 cubiertos destinados al servicio de internacian incluyendo 2 habitaciones aisladas individuales con baao privado y areas de apoyo madico de los cuales 262 m2 se desarrollan en planta baja 71 m2 en un primer piso tambian se complementa con un sector destinado a sala de maquinas y tableros ubicada en primer piso con una superficie de 85 m2 y superficie descubierta de 230 m2 la sala 32 se encuentra resuelta funcionalmente en dos sectores uno de ellos comprende el acceso al pabellon con los servicios de apoyo de enfermera≠≠a y madico y el otro corresponde a la internacian propiamente dicha;22616453;4;parque patricios;uspallata 2272;-35∞ -24' 25,50'';-59∞ -35' 58,36'';26/11/2016;2/10/2017;11;100;henisa sudamericana sa;2014;licitacion publica;442/2014;33668217759;vecinos;17;46213850;;
jardan de infantes integral n 14 de 5;Finalizada;escuelas;ministerio de educacion;inicial;5006510;4;parque patricios;garcia manuel 370;-35∞ -22' 21,58'';-59∞ -36' 34,77'';10/5/2016;30/4/2017;11;100;aparo pablo gustavo;2016;licitacion publica;1816/sigaf/2014;20183895630;vecinos;10;46213850;;
jardan de infantes integral n 13 de 4;Finalizada;escuelas;ministerio de educacion;inicial;59200269;1;puerto madero;calabria av y vera penialoza rosario dique 1;-35∞ -24' 48,71'';-59∞ -35' 48,41'';15/3/2018;1/2/2019;11;100;corporacia≠Äún antiguo puerto madero sa;2018;licitacion publica;1816/sigaf/2014;30640022392;vecinos;10;46213850;;
esc primaria coman  08 alte manuel blanco encalada  jardan de infantes nucleado e juana manso obras generales;Finalizada;escuelas;ministerio de educacion;obra de reforma ampliacion y refuncionalizacion;4246602;11;villa del parque;lamarca emilio 3379;-35∞ -21' 21,48'';-59∞ -37' 42,25'';9/1/2017;31/12/2017;11;100;betonhaus sa;2017;licitacion publica;1816/sigaf/2014;30708568240;vecinos;10;46213850;;
entorno cildaniez eje zuviraa;Finalizada;espacio publico;ministerio de desarrollo humano y habitat;la obra consistia en el mejoramiento de la accesibilidad la ejecucion de veredas sobre la calle zuvira≠≠a y pasillos que desembocan dotacian de alumbrado publico y del ordenamiento del espacio publico;26399069;9;parque avellaneda;zuviria 4000;-35∞ -24' 52,00'';-59∞ -30' 35,49'';23/3/2017;1/2/2018;11;100;servicios ibarra sa;2016;licitacion publica;1816/sigaf/2014;30712217444;33757;22;46213850;;
hospital piaero  infraestructura y seguridad;Finalizada;salud;ministerio de salud;la obra de seguridad consiste en obras varias como la construccion de un recinto para traslado de comita de emergencia acondicionamiento y puesta en valor del recinto existente para seguridad sobre la calle varela la construccion de recinto para el personal de seguridad sobre la calle crisastomo a≠Ålvarez y otro en el sector de acceso frente a la guardia principal y el reemplazo y colocacion de puertas de seguridad entre otras como rejas puertas cortinas garita barrera de seguridad e iluminacion;1231889;7;flores;varela av 1301;-35∞ -23' 37,63'';-59∞ -38' 29,89'';23/9/2016;31/8/2017;11;100;lesko sacifia;2014;licitacion publica;75/2014;30520282528;vecinos;6;46213850;;
