nombre;etapa;tipo;area_responsable;descripcion;monto_contrato;comuna;barrio;direccion;lat;lng;fecha_inicio;fecha_fin_inicial;plazo_meses;porcentaje_avance;licitacion_oferta_empresa;licitacion_anio;contratacion_tipo;nro_contratacion;cuit_contratista;beneficiarios;mano_obra;expediente-numero
Hospital Ramos Mejí­a - Ampliación Central Gases Médicos Vací­o Y Aire Comprimido;Finalizada;Salud;Ministerio de Salud;La obra consistió en la ampliación central de gases médicos, vací­o y aire comprimido para su puesta en norma.;$ 3.317.643,00;3;Balvanera;Urquiza, Gral. 609;-34,61762051;-58,40940032;20/11/2017;18/6/2018;7;100;SES SA;2014;Adicional de Mantenimiento;78/2014;30647727545;vecinos;7;46213850
Hospital Elizalde - Remodelación Del Sector De Guardia;Finalizada;Salud;Ministerio de Salud;La obra de refacción de guardia en el Hospital Elizalde consistió en la puesta en valor de las zonas de circulación de las guardias (públicas y consultorios), salas de espera, sanitarios públicos, colocación de nuevos mesones de atención para mejorar la experiencia de los vecinos y visitantes que utilizan las áreas de guardias. ;$ 985.752,00;4;Barracas;Montes De Oca, Manuel Av. 40;-34,62890617;-58,37761195;8/11/2017;30/11/2017;0;100;Mejoramiento Hospitalario S.A.;2017;Decreto N° 433/16;7545/2017;30707962654;vecinos;12;46213850
Hospital Fernández - Remodelación Del Sector De Guardia;Finalizada;Salud;Ministerio de Salud;La obra comprendió tareas de pintura, desmonte y reemplazo de cielorrasos suspendidos, pulido de pisos y revestimientos graní­ticos existentes, cambio de puertas de acceso a consultorios, mobiliario nuevo, cambio de artefactos de iluminación y refacción integral de sanitarios. El proyecto contó con 221 m2 cubiertos destinados al área de guardia. Se mejoraron las luminarias en los distintos sectores de atención al público, como sus salas de espera de consultorios en general a nivel de planta baja, en sus 3 accesos (Bulnes, Cerviño y Ruggieri) y el 1er. Subsuelo referido al acceso de la guardia A y su circulación pública hacia la guardia B.;$ 2.579.655,00;14;Palermo;Cerviño Av. 3356;-34,581139;-58,406896;6/9/2017;15/8/2017;11;100;Mig S.A.;2014;Licitación Pública;66-SIGAF-MSGC-2014;30561265255;vecinos;4;2888256-2888256-MGEYA-2013
Hospital Penna - Modificaciones en el sistema de clmatización de Neonatologí­a;Finalizada;Salud;Ministerio de Salud;La obra involucró trabajos complementarios a la obra de donación del centro obstétrico / neonatologí­a del Hospital Penna y que resultaron indispensables para el correcto funcionamiento de ambos servicios. Consistieron en la ejecución de refuerzos estructurales en losa y bases existentes, la readecuación del sector en planta baja para traslado provisorio de dormitorios médicos de guardia (incluye Aº Aº), cambio de tramo de recorrido de cañerí­a troncal de gases medicinales y conexión desde subestación Hospital Penna a tablero principal centro obstétrico.;$ 350.000,00;4;Parque Patricios;Chutro, Pedro, Prof., Dr. 3380;-34,64305175;-58,41141236;20/2/2017;8/9/2017;7;100;Tecnaran S.R.L.;2017;Decreto N° 433/16;676/2016;30710210000;vecinos;7;46213850
Hospital Penna - Instalación de sistema antirrayos;Finalizada;Salud;Ministerio de Salud;La obra consistió en la instalación de un sistema de aislación contra rayos que protege toda la superficie del hospital;$ 640.667,00;4;Parque Patricios;Chutro, Pedro, Prof., Dr. 3380;-34,64305175;-58,41141236;15/11/2017;14/3/2018;4;100;Indaltec S.A.;2014;Licitación Pública;74-SIGAF-MSGC-2014;30650988600;vecinos;6;2888966-2888966-MGEYA-2013
Hospital Piñero - Remodelación Del Sector Guardia;Finalizada;Salud;Ministerio de Salud;La obra de refacción de guardia en el Hospital Piñero consistió en la puesta en valor de las zonas de circulación de las guardias (públicas y consultorios), salas de espera, sanitarios públicos, nuevos mesones de atención para mejorar la experiencia de los vecinos y visitantes que utilizan las áreas de guardia. En dicha sala de espera se realizó el retiro de cartelerí­a y señalética en paredes que comprenden el sector, reemplazo de mesón y nuevo mostrador atención admisión, reemplazo de puertas acceso consultorios y sanitarios. ;$ 1.900.011,00;7;Flores;Varela Av. 1301;-34,64412433;-58,45367459;10/7/2017;26/10/2017;3;100;Lesko S.A.C.I.F.I.A.;2014;Licitación Pública;74-SIGAF-MSGC-2014;30520282528;vecinos;12;46213850
Hospital Rivadavia - Trabajos de remodelación del sector de Guardia;Finalizada;Salud;Ministerio de Salud;La obra de refacción de guardia en el Hospital Rivadavia consistió en la puesta en valor de las zonas de circulación de las guardias (públicas y consultorios), salas de espera, sanitarios públicos, nuevos mesones de atención para mejorar la experiencia de los vecinos y visitantes que utilizan las áreas de guardia. Además, se contemplaron tareas de pintura, desmonte y reemplazo de cielorrasos suspendidos, pulido de pisos y revestimientos graní­ticos existentes, cambio de puertas de acceso a consultorios, mobiliario nuevo, cambio de artefactos de iluminación.;$ 14.893.428,00;2;Recoleta;Las Heras General Av. 2670;-34,58435525;-58,40081125;25/7/2017;21/12/2017;5;100;Mantelectric I.C.I.S.A., Riva S.A.I.I.C.F.A. Ute;2014;Licitación Pública;79-SIGAF-MSGC-2014;30711854386;vecinos;8;2886953-2886953-MGEYA-2013
Hospital Vélez Sarfield - Remodelación Guardia;Finalizada;Salud;Ministerio de Salud;La obra de refacción de guardia en el Hospital Vélez Sarsfield consistió en la puesta en valor de las zonas de circulación de las guardias (públicas y consultorios), salas de espera, sanitarios públicos, nuevos mesones de atención para mejorar la experiencia de los vecinos y visitantes que utilizan las áreas de guardia. En dicha sala de espera se retiró la cartelerí­a y señalética en paredes que comprenden el sector y se realizaron trabajos de pintura en el mesón de atención existente y en la circulación de los consultorios. ;$ 1.748.496,00;10;Monte Castro;Calderon De La Barca, Pedro 1550;-34,62522696;-58,50749905;22/6/2017;19/9/2017;3;100;Sehos S.A.;2014;Adicional de Mantenimiento;87/2014;30649820704;vecinos;6;46213850
Hospital Zubizarreta - Remodelación Guardia;Finalizada;Salud;Ministerio de Salud;La obra de refacción de guardia en el Hospital Zubizarreta consistió en la puesta en valor de las zonas de circulación de las guardias (públicas y consultorios), salas de espera, sanitarios públicos, nuevos mesones de atención para mejorar la experiencia de los vecinos y visitantes que utilizan las áreas de guardia. En dicha sala de espera se retiró la cartelerí­a y señalética en paredes que comprenden el sector y se realizaron trabajos de pintura en el mesón de atención existente y en la circulación de los consultorios. ;$ 11.089.624,00;11;Villa Devoto;Nueva York 3952;-34,59990466;-58,51120493;29/8/2017;27/11/2017;3;100;Sehos S.A.;2014;Adicional de Mantenimiento;88/2014;30649820704;vecinos;6;46213850
Sede Comunal 14 - Reforma;Finalizada;Arquitectura;Subsecretarí­a de Gestión Comunal;El sector que se intervino se correspondió con las salas de casamiento en la Sede Comunal N°14 con acceso desde la Av. Coronel Dí­az. El objetivo fue generar un espacio cómodo para el flujo de personas que utiliza las salas de casamiento, mientras en otra parte del mismo salón se realizan las inscripciones de los recién nacidos aislando acústicamente el espacio, y a la vez permitiendo a la comuna aumentar los servicios. Los cambios estéticos de las salas de casamiento le otorgaron una personalidad distintiva a la Sede Comunal N°14, y a la vez una cierta armoní­a con la obra ya realizada en el sector de Calle Beruti.;$ 6.081.664,00;14;Palermo;Beruti 3325;-34,58723322;-58,40943785;10/3/2016;20/2/2017;11;100;Grim Constructora S.A.;2016;Licitación Pública;1816/SIGAF/2014;30633268084;70000;10;46213850
Cesac N° 28: Adecuación edilicia para su instalación;Finalizada;Salud;Ministerio de Salud;"La obra comprendió la unión entre las obras e instalaciones nuevas con las existentes. Por lo tanto, se llevó a cabo la demolición, retiro de instalaciones existentes, retiro y picado de pisos y revestimientos, cerramiento de vanos con mamposterí­a, reparación de revoques exteriores e interiores, reparación y ejecución de contrapisos, banquinas bajo mesadas y cordones para tabiques de placas de roca y de yeso en locales húmedos, construcción de tabiques y cielorrasos de placas de roca de yeso. Se realizaron la colocación de pisos y zócalos y revestimientos cerámicos en baños, vacunatorio y estar de enfermerí­a, mesadas de granito con bachas de acero inox., muebles bajo mesada, heladera bajo mesada y anafe eléctrico; colocación y pintura de carpinterí­as, puertas y ventanas con vidrios y espejos en baños, instalaciones sanitarias, eléctricas, gases médicos (oxí­geno), contra incendio (matafuegos), termomecánica (aire frio calor).";$ 4.000.000,00;8;Villa Lugano;Soldado De La Frontera Av. 5144;-34,68453808;-58,46414681;22/12/2016;31/1/2017;1;100;Mad Desarollos S.R.L.;2016;Decreto N° 433/16;5048/2016;30715105213;vecinos;9;46213850
Cesac N° 3: Adecuación edilicia para su instalación;Finalizada;Salud;Ministerio de Salud;"La obra comprendió la unión entre las obras e instalaciones nuevas con las existentes. Por lo tanto, se llevó a cabo la demolición, retiro de instalaciones existentes, retiro y picado de pisos y revestimientos, cerramiento de vanos con mamposterí­a, reparación de revoques exteriores e interiores, reparación y ejecución de contrapisos, banquinas bajo mesadas y cordones para tabiques de placas de roca y de yeso en locales húmedos, construcción de tabiques y cielorrasos de placas de roca de yeso. Se realizaron la colocación de pisos y zócalos y revestimientos cerámicos en baños, vacunatorio y estar de enfermerí­a, mesadas de granito con bachas de acero inox., muebles bajo mesada, heladera bajo mesada y anafe eléctrico; colocación y pintura de carpinterí­as, puertas y ventanas con vidrios y espejos en baños, instalaciones sanitarias, eléctricas, gases médicos (oxí­geno), contra incendio (matafuegos), termomecánica (aire frio calor).";$ 3.983.941,00;8;Villa Lugano;Soldado De La Frontera Av. 5144;-34,68453808;-58,46414681;4/5/2017;6/6/2017;1;100;Mad Desarollos S.R.L.;2017;Decreto N° 433/16;2458/2017;30715105213;vecinos;9;46213850
Cesac N° 34: Colocación De Membrana Nueva En Azotea;Finalizada;Salud;Ministerio de Salud;Se realizó la colocación de una nueva membrana.;$ 834.229,00;11;Villa Del Parque;Artigas, Jose Gervasio, Gral. 2262;-34,60653561;-58,47814769;7/6/2017;12/6/2017;0;100;Sehos S.A.;2015;Adicional de Mantenimiento;72/2015;30649820704;vecinos;3;46213850
Hospital Alvarez - Proyecto, Montaje Y Normalización De Instalación Interna Pabellones I, V, XV, XVI;Finalizada;Salud;Ministerio de Salud;La obra consistió en el montaje y normalización de instalaciones internas de los Pabellones I, V, XV., XVI;$ 3.881.756,00;7;Flores;Aranguren, Juan F., Dr. 2701;-34,62429216;-58,46942184;5/12/2016;2/3/2017;3;100;Cooperativa De Trabajo Evita Limitada;2015;Licitación Pública;1816/SIGAF/2014;30714559474;vecinos;9;46213850
Hospital Borda - Relocalización Servicio Bulimia Y Anorexia Del Pabellón Central;Finalizada;Salud;Ministerio de Salud;La obra comprendió la remodelación integral de un sector del Pabellón central del Hospital, ubicado en la planta baja del ala 4b para dar respuesta a los requerimientos planteados por el Hospital. El sector destinado al servicio de bulimia y anorexia, fue sujeto a remodelación integral y cuenta con un total de 798 m2 cubiertos y 29 m2 descubiertos, se encuentra desarrollado en una planta.;$ 8.108.578,00;4;Barracas;Carrillo, Ramon, Dr. 375;-34,63653701;-58,38187854;16/6/2014;1/10/2017;40;100;Sunil S.A.;2014;Licitación Pública;166/2014;30516354247;vecinos;18;46213850
Hospital Marie Curie - Construcción De Una Nueva Morgue;Finalizada;Salud;Ministerio de Salud;La obra consistió en la construcción de una nueva morgue en el Hospital Municipal de Oncologí­a Marie Curie. La prestación comprendió el suministro de la totalidad de los materiales, mano de obra, herramientas, desplazamiento de objetos y/o equipos o maquinarias y todos los elementos necesarios para realizar la tarea encomendada necesaria para la ejecución de la obra.;$ 5.394.334,00;6;Caballito;Patricias Argentinas Av. 150;-34,60708469;-58,43287863;15/9/2017;9/2/2017;7;100;DALKIA ARGENTINA SOCIEDAD ANONIMA - CONSTRUCTORA LANUSSE S.A. UNIí“N TRANSITORIA DE EMPRESAS;2014;Adicional de Mantenimiento;71/2014;30711831874;vecinos;6;46213850
Hospital Marie Curie - Proyecto, Construcción, Montaje, Normalización, Habilitación Y Puesta En Marcha De Ramal Y Servicio De Gas - Parte I;Finalizada;Salud;Ministerio de Salud;La obra consistió en la construcción, montaje, normalización, habilitación y puesta en marcha de ramal y servicio de gas- Parte 1.;$ 3.046.562,00;6;Caballito;Patricias Argentinas Av. 150;-34,60708469;-58,43287863;21/9/2016;19/1/2017;4;100;Cooperativa De Trabajo Evita Limitada;2016;Decreto N° 433/16;1295/2016;30714559474;vecinos;8;46213850
Hospital Durand - Proyecto, Montaje Y Normalización De Instalación Interna Edificios VI Y XI;Finalizada;Salud;Ministerio de Salud;La obra consistió en la construcción, montaje, normalización y puesta en marcha de ramal y servicio de gas- Parte 1.;$ 2.888.560,00;6;Caballito;Diaz Velez Av. 5044;-34,60887154;-58,43788838;24/11/2016;26/12/2016;1;100;COOPERATIVA DE TRABAJO LA UNICA LTDA.;2024;Licitación Pública;1816/SIGAF/2014;30712452354;vecinos;6;46213850
CESAC Nº 38: Refuncionalización 3° Piso, Sector Administrativo;Finalizada;Salud;Ministerio de Salud;Se realizó la provisión y ejecución de todos los trabajos necesarios para la refuncionalización integral del área administrativa ubicada en el 3° piso, sector frente del edificio de Medrano 350 de la Ciudad Autónoma de Buenos Aires, respondiendo al programa elevado oportunamente por los responsables del área a cargo de las nuevas oficinas.;$ 7.489.486,00;5;Almagro;Medrano Av. 350;-34,60661132;-58,4214274;7/11/2016;4/2/2017;3;100;Juan Pablo Boyatjian;2024;Licitación Pública;1816/SIGAF/2014;30667662415;vecinos;8;46213850
Hospital Moyano - Reparación De Terraza Y Tanque De Agua En Clí­nica Médica;Finalizada;Salud;Ministerio de Salud;La obra consistió en la impermeabilización de la cubierta del Pabellón de clí­nica médica, la cual presentaba la membrana asfáltica muy dañada y en varios sectores levantada o con faltantes teniendo filtraciones a los servicios inferiores, además, de los revoques flojos en todo el perí­metro del muro de la terraza. Es por esto que se procedió a la reparación e impermeabilización del tanque de agua sobre la terraza de bajadas a los servicios con perforaciones en la losa, lo cual facilita las filtraciones.;$ 2.279.344,00;4;Barracas;Brandsen 2570;-34,63907981;-58,38432484;3/10/2016;3/3/2017;5;100;SES SA;2014;Licitación Pública;90/2014;30647727545;vecinos;9;46213850
Hospital Moyano - Cambio De Bomba De Agua Y Adecuación De Sala En Tanque Torre;Finalizada;Salud;Ministerio de Salud;La obra consistió en el cambio de las bombas principales de agua que alimentan el tanque torre, el cual abastece a todo el hospital, además de una puesta a cero de las bombas auxiliares existentes. Se propuso un reacondicionamiento de toda la sala de máquinas tanto en lo civil y eléctrico, ya que las instalaciones estaban con conexiones precarias y con malas terminaciones.;$ 2.933.662,00;4;Barracas;Brandsen 2570;-34,63907981;-58,38432484;3/10/2016;24/2/2017;4;100;SES SA;2014;Licitación Pública;90/2014;30647727545;vecinos;5;46213850
Hospital Muñiz - Remodelación Sala 32 De Pediatrí­a;Finalizada;Salud;Ministerio de Salud;La obra consistió en la remodelación integral de la Sala 32 dando respuesta por un lado, a la necesidad de incorporar sanitarios para sectorizar a los pacientes y por otro, al requerimiento de reactivación del Pabellón que se encuentra catalogado como edificio con í¢Â€Âœprotección cautelar dentro de los lineamientos del patrimonio cultural. El proyecto contó con 418 m2 cubiertos destinados al servicio de internación incluyendo 2 habitaciones aisladas individuales con baño privado y áreas de apoyo médico, de los cuales 262 m2 se desarrollan en planta baja, 71 m2 en un primer piso. También se complementó con un sector destinado a sala de máquinas y tableros, ubicada en primer piso con una superficie de 85 m2 y superficie descubierta de 230 m2. La Sala 32 se encuentra resuelta funcionalmente en dos sectores, uno de ellos comprende el acceso al pabellón con los servicios de apoyo de enfermerí­a y médico y el otro corresponde a la internación propiamente dicha.;$ 22.616.453,00;4;Parque Patricios;Uspallata 2272;-34,63721751;-58,39299957;26/11/2016;2/10/2017;11;100;Henisa Sudamericana S.A.;2014;Licitación Pública;442/2014;33668217759;vecinos;17;46213850
